"ID","offering_highest_level","inst_control","institution_level","sector","hbcu","hospital","medical_degree","tribal_college","urban_centric_locale","offering_highest_degree","offering_grad","inst_system_flag","inst_category","land_grant","inst_size","cc_basic_2018","cc_instruc_undergrad_2018","cc_instruc_grad_2018","cc_undergrad_2018","cc_enroll_2018","cc_size_setting_2018","cc_class","geo_region","HasCTL","SoTL","DBER","TAR","EdRes","Reference","CuratedResourceCollections","Unprogramming","SoTLHowtoWorkshops","OneonOneConsultations","SoTLProjectDevelopmentInstitutes","SoTLWritingRetreats","SoTLFacultyLearningCommunity","CTLCollaborations","TraintheTrainerModel","StudentsasPartnersinSoTL","IncentivesforSoTLProjects","AwardsorTitlesRecognizingSoTLWork","LocalSoTLShowcases"
151,"Post-master's certificate","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Medium programs","Professions focus some graduate coexistence","Postbaccalaureate: Other-dominant with other professional programs","Four-year nearly all full-time selective acceptance higher transfer-in","High undergraduate","Four-year small primarily residential","Masters colleges universities Medium programs","Southwest",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
152,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,TRUE,FALSE,FALSE,"City large","Doctor's degree professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Special-focus four-year: Other health professions schools","Not classified (exclusively graduate programs)","Postbaccalaureate: Other-dominant with other professional programs","Four-year nearly all full-time inclusive acceptance higher transfer-in","Majority graduate","Four-year very small primarily nonresidential","Special focus institution","Far West",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town remote","Bachelor's degree",FALSE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Diverse fields","Professions focus no graduate coexistence","Not classified (exclusively undergraduate)","Four-year nearly all full-time inclusive acceptance higher transfer-in","Exclusively undergraduate four-year","Four-year small primarily residential","Baccalaureate colleges Diverse fields","Rocky Mountains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,"Master's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town remote","Master's degree",TRUE,TRUE,"Degree-granting not primarily baccalaureate or above",FALSE,"1K","Baccalaureate/associate's colleges: Mixed baccalaureate/associate's","Baccalaureate/associate's colleges","Postbaccalaureate: Single program&ndash,Other","Four-year mostly full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year small primarily residential","Baccalaureate associates colleges Mixed baccalaureate associates","Mid East",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
155,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Baccalaureate colleges: Arts & sciences focus","Arts & sciences focus some graduate coexistence","Postbaccalaureate: Business-dominant with other professional programs","Four-year nearly all full-time inclusive acceptance higher transfer-in","Majority graduate","Four-year very small highly residential","Baccalaureate colleges Arts sciences focus","Far West",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"City small","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"1K","Associate's colleges: Mixed transfer/vocational focus mixed traditional/nontraditional students","Associate's colleges: Mixed transfer/vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year small","Associates colleges Mixed transfer vocational focus","New England",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"10K","Master's colleges & universities: Large programs","Balanced arts & sciences/professions some graduate coexistence","Research doctoral: Professional-dominant","Four-year nearly all full-time inclusive acceptance higher transfer-in","High undergraduate","Four-year large primarily nonresidential","Masters colleges universities Large programs","Mid East",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
158,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"City small","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"1K","Associate's colleges: Vocational-focused mostly nontraditional students","Associate's colleges: Vocational focus","Not classified (exclusively undergraduate)","Two-year mixed part/full-time","Exclusively undergraduate two-year","Two-year small","Associates colleges Vocational focused","Southeast",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"City midsize","Associate's degree",FALSE,FALSE,"Degree-granting associate's and certificates",FALSE,"10K","Associate's colleges: Mixed transfer/vocational focus mostly traditional students","Associate's colleges: Mixed transfer/vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year large","Associates colleges Mixed transfer vocational focus","Great Lakes",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"At least two but less than four academic years","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"City midsize","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"5K","Associate's colleges: Transfer-focused mixed traditional/nontraditional students","Associate's colleges: Transfer-focused","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year medium","Associates colleges Transfer focused","Far West",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Special-focus four-year: Faith-related institutions","Professions focus high graduate coexistence","Postbaccalaureate: Single program&ndash,Other","Four-year nearly all full-time selective acceptance lower transfer-in","Majority undergraduate","Four-year very small highly residential","Special focus institution","Mid East",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town distant","Doctor's degree professional practice",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"10K","Master's colleges & universities: Large programs","Balanced arts & sciences/professions some graduate coexistence","Postbaccalaureate: Business-dominant with arts & aciences programs","Four-year nearly all full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year large primarily residential","Masters colleges universities Large programs","Great Lakes",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
163,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Town fringe","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Arts & sciences focus","Arts & sciences plus professions no graduate coexistence","Not classified (exclusively undergraduate)","Four-year nearly all full-time highly selective acceptance lower transfer-in","Exclusively undergraduate four-year","Four-year small highly residential","Baccalaureate colleges Arts sciences focus","Plains",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Town remote","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Baccalaureate colleges: Diverse fields","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Business-dominant with other professional programs","Four-year nearly all full-time inclusive acceptance higher transfer-in","Very high undergraduate","Four-year very small highly residential","Baccalaureate colleges Diverse fields","Plains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Town distant","Associate's degree",FALSE,FALSE,"Degree-granting associate's and certificates",FALSE,"5K","Associate's colleges: Mixed transfer/vocational focus mostly traditional students","Associate's colleges: Mixed transfer/vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year large","Associates colleges Mixed transfer vocational focus","Southwest",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,"Master's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town remote","Master's degree",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Small programs","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Education-dominant with other professional programs","Four-year nearly all full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year small highly residential","Masters colleges universities Small programs","Plains",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"Under 1K","Baccalaureate colleges: Arts & sciences focus","Arts & sciences plus professions no graduate coexistence","Postbaccalaureate: Single program&ndash,Other","Four-year nearly all full-time inclusive acceptance higher transfer-in","Very high undergraduate","Four-year very small highly residential","Baccalaureate colleges Arts sciences focus","Mid East",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City midsize","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"10K","Doctoral universities: High research activity","Professions plus arts & sciences some graduate coexistence","Research doctoral: Comprehensive programs no medical/veterinary school","Four-year nearly all full-time highly selective acceptance lower transfer-in","High undergraduate","Four-year large primarily residential","Doctoral universities High research activity","Southwest",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
169,"Master's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Master's degree",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"10K","Baccalaureate colleges: Diverse fields","Professions focus no graduate coexistence","Not classified (exclusively undergraduate)","Four-year nearly all full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year medium primarily nonresidential","Baccalaureate colleges Diverse fields","Mid East",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City small","Doctor's degree professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Master's colleges & universities: Small programs","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Education-dominant with other professional programs","Four-year nearly all full-time inclusive acceptance higher transfer-in","Very high undergraduate","Four-year medium primarily residential","Masters colleges universities Small programs","Rocky Mountains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City midsize","Bachelor's degree",FALSE,FALSE,"Degree-granting not primarily baccalaureate or above",FALSE,"10K","Baccalaureate/associate's colleges: Associate's-dominant","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year mostly full-time inclusive acceptance higher transfer-in","Exclusively undergraduate four-year","Four-year medium primarily nonresidential","Baccalaureate associates colleges Associates dominant","Southwest",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,"At least two but less than four academic years","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"City large","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"10K","Associate's colleges: Transfer-focused mostly nontraditional students","Associate's colleges: Transfer-focused","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year large","Associates colleges Transfer focused","Southwest",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
173,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town remote","Bachelor's degree",FALSE,TRUE,"Degree-granting not primarily baccalaureate or above",FALSE,"1K","Baccalaureate/associate's colleges: Mixed baccalaureate/associate's","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year nearly all full-time inclusive acceptance higher transfer-in","Exclusively undergraduate four-year","Four-year medium highly residential","Baccalaureate associates colleges Mixed baccalaureate associates","Mid East",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb small","Bachelor's degree",FALSE,FALSE,"Degree-granting not primarily baccalaureate or above",FALSE,"1K","Baccalaureate/associate's colleges: Mixed baccalaureate/associate's","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year mostly part-time","Exclusively undergraduate four-year","Four-year small primarily nonresidential","Baccalaureate associates colleges Mixed baccalaureate associates","Southwest",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,"Master's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town remote","Master's degree",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Master's colleges & universities: Medium programs","Arts & sciences plus professions some graduate coexistence","Postbaccalaureate: Comprehensive programs","Four-year nearly all full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year medium primarily residential","Masters colleges universities Medium programs","Far West",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,"Master's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town remote","Master's degree",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Large programs","Balanced arts & sciences/professions some graduate coexistence","Postbaccalaureate: Comprehensive programs","Four-year mostly full-time inclusive acceptance higher transfer-in","High undergraduate","Four-year small primarily residential","Masters colleges universities Large programs","Southwest",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Doctor's degree research/scholarship",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Large programs","Balanced arts & sciences/professions some graduate coexistence","Postbaccalaureate: Education-dominant with arts & sciences programs","Four-year nearly all full-time selective acceptance lower transfer-in","High undergraduate","Four-year small highly residential","Masters colleges universities Large programs","Mid East",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City midsize","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Arts & sciences focus","Arts & sciences focus some graduate coexistence","Postbaccalaureate: Arts & sciences-dominant","Four-year nearly all full-time highly selective acceptance lower transfer-in","Very high undergraduate","Four-year small highly residential","Baccalaureate colleges Arts sciences focus","New England",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Town distant","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Baccalaureate colleges: Diverse fields","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Education-dominant with other professional programs","Four-year nearly all full-time selective acceptance lower transfer-in","Very high undergraduate","Four-year small highly residential","Baccalaureate colleges Diverse fields","Plains",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,TRUE,FALSE,"City midsize","Doctor's degree research/scholarship and professional practice",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",TRUE,"20K","Doctoral universities: Very high research activity","Professions plus arts & sciences high graduate coexistence","Research doctoral: Comprehensive programs with medical/veterinary school","Four-year nearly all full-time highly selective acceptance lower transfer-in","High undergraduate","Four-year large primarily residential","Doctoral universities Very high research activity","Southwest",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,"Bachelor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Bachelor's degree",FALSE,TRUE,"Degree-granting not primarily baccalaureate or above",FALSE,"1K","Baccalaureate/associate's colleges: Mixed baccalaureate/associate's","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year mostly part-time","Exclusively undergraduate four-year","Four-year small primarily nonresidential","Baccalaureate associates colleges Mixed baccalaureate associates","Southeast",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb midsize","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"20K","Doctoral universities: Very high research activity","Balanced arts & sciences/professions high graduate coexistence","Research doctoral: Comprehensive programs no medical/veterinary school","Four-year nearly all full-time highly selective acceptance lower transfer-in","High undergraduate","Four-year large primarily residential","Doctoral universities Very high research activity","Southwest",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Suburb large","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"10K","Associate's colleges: Transfer-focused mixed traditional/nontraditional students","Associate's colleges: Transfer-focused","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year very large","Associates colleges Transfer focused","Plains",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Rural distant","Associate's degree",FALSE,TRUE,"Degree-granting associate's and certificates",FALSE,"1K","Associate's colleges: Mixed transfer/vocational focus mixed traditional/nontraditional students","Associate's colleges: Mixed transfer/vocational focus","Not classified (exclusively undergraduate)","Two-year mostly part-time","Exclusively undergraduate two-year","Two-year small","Associates colleges Mixed transfer vocational focus","New England",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,"Bachelor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Bachelor's degree",FALSE,FALSE,"Degree-granting not primarily baccalaureate or above",FALSE,"1K","Special-focus four-year: Other health professions schools","Baccalaureate/associate's colleges","Not classified (exclusively undergraduate)","Four-year mostly part-time","Exclusively undergraduate four-year","Four-year very small primarily nonresidential","Special focus institution","Mid East",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,TRUE,TRUE,FALSE,"City midsize","Doctor's degree research/scholarship and professional practice",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Doctoral/professional universities","Professions plus arts & sciences some graduate coexistence","Research doctoral: STEM-dominant","Four-year nearly all full-time inclusive acceptance higher transfer-in","Majority undergraduate","Four-year medium primarily nonresidential","Doctoral professional universities","Southeast",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
187,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,TRUE,TRUE,FALSE,"City large","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"10K","Doctoral universities: Very high research activity","Arts & sciences plus professions high graduate coexistence","Research doctoral: Comprehensive programs with medical/veterinary school","Four-year nearly all full-time highly selective acceptance lower transfer-in","Majority graduate","Four-year large highly residential","Doctoral universities Very high research activity","Southeast",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,TRUE,TRUE,FALSE,"City large","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"20K","Doctoral universities: Very high research activity","Balanced arts & sciences/professions high graduate coexistence","Research doctoral: Comprehensive programs with medical/veterinary school","Four-year nearly all full-time highly selective acceptance lower transfer-in","Majority graduate","Four-year large highly residential","Doctoral universities Very high research activity","Mid East",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City midsize","Doctor's degree professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Doctoral/professional universities","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Other-dominant with arts & sciences programs","Four-year mostly full-time inclusive acceptance higher transfer-in","High undergraduate","Four-year medium primarily nonresidential","Doctoral professional universities","Plains",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
190,"Doctor's degree","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"City small","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"10K","Doctoral universities: High research activity","Professions plus arts & sciences some graduate coexistence","Research doctoral: Comprehensive programs no medical/veterinary school","Four-year mostly full-time inclusive acceptance higher transfer-in","High undergraduate","Four-year medium primarily nonresidential","Doctoral universities High research activity","Rocky Mountains",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City large","Doctor's degree research/scholarship and professional practice",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"10K","Doctoral universities: High research activity","Arts & sciences plus professions high graduate coexistence","Research doctoral: Comprehensive programs no medical/veterinary school","Four-year nearly all full-time highly selective acceptance lower transfer-in","Majority undergraduate","Four-year medium primarily residential","Doctoral universities High research activity","Rocky Mountains",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
192,"Post-master's certificate","Public","Four or more years","Public four-year or above",FALSE,FALSE,FALSE,FALSE,"Town remote","Master's degree",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Master's colleges & universities: Medium programs","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Education-dominant with other professional programs","Four-year mostly full-time selective acceptance higher transfer-in","Very high undergraduate","Four-year medium primarily residential","Masters colleges universities Medium programs","Plains",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,"Doctor's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"City midsize","Doctor's degree research/scholarship and professional practice",TRUE,TRUE,"Degree-granting primarily baccalaureate or above",FALSE,"5K","Doctoral universities: High research activity","Professions plus arts & sciences some graduate coexistence","Research doctoral: Professional-dominant","Four-year nearly all full-time highly selective acceptance lower transfer-in","High undergraduate","Four-year medium primarily residential","Doctoral universities High research activity","Far West",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,"Master's degree","Private not-for-profit","Four or more years","Private not-for-profit four-year or above",FALSE,FALSE,FALSE,FALSE,"Suburb large","Master's degree",TRUE,FALSE,"Degree-granting primarily baccalaureate or above",FALSE,"1K","Master's colleges & universities: Medium programs","Professions plus arts & sciences some graduate coexistence","Postbaccalaureate: Other-dominant with arts & sciences programs","Four-year nearly all full-time inclusive acceptance lower transfer-in","Very high undergraduate","Four-year medium highly residential","Masters colleges universities Medium programs","New England",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
195,"Associate's degree","Public","At least two but less than four years","Public two-year",FALSE,NA,FALSE,FALSE,"Rural fringe","Associate's degree",FALSE,FALSE,"Degree-granting associate's and certificates",FALSE,"1K","Associate's colleges: Transfer-focused mostly traditional students","Associate's colleges: Transfer-focused","Not classified (exclusively undergraduate)","Two-year mixed part/full-time","Exclusively undergraduate two-year","Two-year medium","Associates colleges Transfer focused","Mid East",TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
